,Station,Code,Lat-coord,Lng-coord,Randstad,Type,uic
134,Deinum,DEI,53.1888115,5.7281572,0.0,stoptreinstation,8400168
135,Delden,DDN,52.259998321533,6.7161111831665,0.0,stoptreinstation,8400169
136,Delft,DT,52.00666809082,4.3563890457153,1.0,knooppuntIntercitystation,8400170
137,Delft Campus,DTCP,51.990833282471,4.3647222518921,1.0,stoptreinstation,8400166
138,Delfzijl,DZ,53.3336625,6.9240797,0.0,stoptreinstation,8400171
139,Delfzijl West,DZW,53.3320834,6.9069092,0.0,stoptreinstation,8400175
140,Den Dolder,DLD,52.140277862549,5.2427778244019,1.0,knooppuntStoptreinstation,8400179
141,Den Haag Centraal,GVC,52.080276489258,4.3249998092651,1.0,megastation,8400282
142,Den Haag HS,GV,52.069721221924,4.3225002288818,1.0,knooppuntIntercitystation,8400280
143,Den Haag Laan v NOI,LAA,52.078609466553,4.3427777290344,1.0,knooppuntStoptreinstation,8400380
144,Den Haag Mariahoeve,GVM,52.090557098389,4.3694443702698,1.0,stoptreinstation,8400278
145,Den Haag Moerwijk,GVMW,52.053890228271,4.3086109161377,1.0,stoptreinstation,8400279
146,Den Haag Ypenburg,YPB,52.055278778076,4.39222240448,1.0,stoptreinstation,8400379
147,Den Helder,HDR,52.955276489258,4.7611112594605,0.0,intercitystation,8400311
148,Den Helder Zuid,HDRZ,52.932498931885,4.7641668319702,0.0,stoptreinstation,8400303
149,Deurne,DN,51.455833435059,5.7888889312744,0.0,stoptreinstation,8400172
150,Deventer,DV,52.257499694824,6.1605553627014,0.0,knooppuntIntercitystation,8400173
151,Deventer Colmschate,DVC,52.2502784729,6.2144446372986,0.0,stoptreinstation,8400185
152,Didam,DID,51.933502,6.1324106,0.0,stoptreinstation,8400174
153,Diemen,DMN,52.34515,4.967566,1.0,stoptreinstation,8400165
154,Diemen Zuid,DMNZ,52.330276489258,4.9558334350586,1.0,stoptreinstation,8400163
156,Dieren,DR,52.044998168945,6.1030554771423,0.0,intercitystation,8400176
157,Doetinchem,DTC,51.9585962,6.2962148,0.0,knooppuntStoptreinstation,8400177
158,Doetinchem De Huet,DTCH,51.9591413,6.2598521,0.0,stoptreinstation,8400184
159,Dordrecht,DDR,51.807220458984,4.668333530426,1.0,knooppuntIntercitystation,8400180
160,Dordrecht Stadspolders,DDRS,51.801944732666,4.7166666984558,1.0,stoptreinstation,8400186
161,Dordrecht Zuid,DDZD,51.790000915527,4.6713891029358,1.0,stoptreinstation,8400181
165,Driebergen-Zeist,DB,52.065277099609,5.25861120224,1.0,knooppuntStoptreinstation,8400182
