,From,To,Seats
0,ES,ESK,121239.0
1,ESK,HGL,121239.0
2,HGL,BN,121239.0
3,BN,AMRI,121239.0
4,AMRI,AML,121239.0
5,AML,WDN,51699.0
6,WDN,NVD,51699.0
7,NVD,RAT,151506.0
8,RAT,HNO,155895.0
9,HNO,ZL,155895.0
10,KPN,ZLSH,138453.0
11,ZLSH,ZL,138453.0
12,ED,EDC,91998.0
13,EDC,LTN,91998.0
14,LTN,BNZ,91998.0
15,BNZ,BNC,156294.0
16,BNC,BNN,156294.0
17,BNN,HVL,156294.0
18,HVL,AMF,156294.0
