Jaar,Maand,Dag,Uur,Aantal_check_ins,Referentie_pre_COVID_19,Referentie_vorig_jaar,Delta_actueel_pre_COVID_19,Delta_actueel_vorig_jaar
2020,1,1,0,0.0031,0.0115,0.0115,-73%,-73%
2020,1,1,1,0.0066,0.0013,0.0013,400%,400%
2020,1,1,2,0.0077,0.0006,0.0006,1275%,1275%
2020,1,1,3,0.0067,0.0007,0.0007,803%,803%
2020,1,1,4,0.0066,0.0020,0.0020,227%,227%
2020,1,1,5,0.0084,0.0206,0.0206,-59%,-59%
2020,1,1,6,0.0095,0.1321,0.1321,-93%,-93%
2020,1,1,7,0.0158,0.4420,0.4420,-96%,-96%
2020,1,1,8,0.0176,0.4954,0.4954,-96%,-96%
2020,1,1,9,0.0245,0.2745,0.2745,-91%,-91%
2020,1,1,10,0.0335,0.2074,0.2074,-84%,-84%
2020,1,1,11,0.0500,0.2142,0.2142,-77%,-77%
2020,1,1,12,0.0714,0.2733,0.2733,-74%,-74%
2020,1,1,13,0.0948,0.2633,0.2633,-64%,-64%
2020,1,1,14,0.1053,0.2974,0.2974,-65%,-65%
2020,1,1,15,0.1073,0.3595,0.3595,-70%,-70%
2020,1,1,16,0.1017,0.4168,0.4168,-76%,-76%
2020,1,1,17,0.0862,0.4345,0.4345,-80%,-80%
2020,1,1,18,0.0695,0.2451,0.2451,-72%,-72%
2020,1,1,19,0.0630,0.1263,0.1263,-50%,-50%
2020,1,1,20,0.0561,0.0910,0.0910,-38%,-38%
2020,1,1,21,0.0464,0.0845,0.0845,-45%,-45%
2020,1,1,22,0.0367,0.0711,0.0711,-48%,-48%
2020,1,1,23,0.0248,0.0407,0.0407,-39%,-39%
2020,1,2,0,0.0084,0.0129,0.0129,-35%,-35%
2020,1,2,1,0.0010,0.0013,0.0013,-29%,-29%
2020,1,2,2,0.0004,0.0005,0.0005,-17%,-17%
2020,1,2,3,0.0007,0.0008,0.0008,-10%,-10%
2020,1,2,4,0.0018,0.0021,0.0021,-11%,-11%
2020,1,2,5,0.0153,0.0214,0.0214,-29%,-29%
2020,1,2,6,0.0701,0.1410,0.1410,-50%,-50%
2020,1,2,7,0.1528,0.4664,0.4664,-67%,-67%
2020,1,2,8,0.1826,0.5362,0.5362,-66%,-66%
2020,1,2,9,0.1306,0.2970,0.2970,-56%,-56%
2020,1,2,10,0.1229,0.2180,0.2180,-44%,-44%
2020,1,2,11,0.1444,0.2177,0.2177,-34%,-34%
2020,1,2,12,0.1674,0.2651,0.2651,-37%,-37%
2020,1,2,13,0.1823,0.2666,0.2666,-32%,-32%
2020,1,2,14,0.1899,0.3149,0.3149,-40%,-40%
2020,1,2,15,0.2108,0.3822,0.3822,-45%,-45%
2020,1,2,16,0.2565,0.4415,0.4415,-42%,-42%
2020,1,2,17,0.2927,0.4678,0.4678,-37%,-37%
2020,1,2,18,0.1782,0.2746,0.2746,-35%,-35%
2020,1,2,19,0.1103,0.1501,0.1501,-26%,-26%
2020,1,2,20,0.0897,0.1091,0.1091,-18%,-18%
2020,1,2,21,0.0835,0.1059,0.1059,-21%,-21%
2020,1,2,22,0.0645,0.0850,0.0850,-24%,-24%
2020,1,2,23,0.0461,0.0530,0.0530,-13%,-13%
2020,1,3,0,0.0176,0.0195,0.0195,-10%,-10%
2020,1,3,1,0.0020,0.0020,0.0020,-2%,-2%
2020,1,3,2,0.0007,0.0008,0.0008,-10%,-10%
2020,1,3,3,0.0011,0.0011,0.0011,-5%,-5%
2020,1,3,4,0.0024,0.0026,0.0026,-10%,-10%
2020,1,3,5,0.0152,0.0195,0.0195,-22%,-22%
2020,1,3,6,0.0655,0.1111,0.1111,-41%,-41%
2020,1,3,7,0.1421,0.3903,0.3903,-64%,-64%
2020,1,3,8,0.1812,0.4574,0.4574,-60%,-60%
2020,1,3,9,0.1430,0.2675,0.2675,-47%,-47%
2020,1,3,10,0.1334,0.2117,0.2117,-37%,-37%
2020,1,3,11,0.1578,0.2230,0.2230,-29%,-29%
2020,1,3,12,0.1883,0.2876,0.2876,-35%,-35%
2020,1,3,13,0.1963,0.2895,0.2895,-32%,-32%
2020,1,3,14,0.2077,0.3289,0.3289,-37%,-37%
2020,1,3,15,0.2285,0.3756,0.3756,-39%,-39%
2020,1,3,16,0.2637,0.3949,0.3949,-33%,-33%
2020,1,3,17,0.2896,0.4031,0.4031,-28%,-28%
2020,1,3,18,0.1987,0.2687,0.2687,-26%,-26%
2020,1,3,19,0.1288,0.1632,0.1632,-21%,-21%
2020,1,3,20,0.1023,0.1181,0.1181,-13%,-13%
2020,1,3,21,0.0920,0.1055,0.1055,-13%,-13%
2020,1,3,22,0.0812,0.0993,0.0993,-18%,-18%
2020,1,3,23,0.0665,0.0865,0.0865,-23%,-23%
2020,1,4,0,0.0316,0.0425,0.0425,-26%,-26%
2020,1,4,1,0.0059,0.0087,0.0087,-32%,-32%
2020,1,4,2,0.0026,0.0036,0.0036,-28%,-28%
2020,1,4,3,0.0022,0.0033,0.0033,-33%,-33%
2020,1,4,4,0.0028,0.0037,0.0037,-23%,-23%
2020,1,4,5,0.0051,0.0055,0.0055,-8%,-8%
2020,1,4,6,0.0127,0.0149,0.0149,-15%,-15%
2020,1,4,7,0.0283,0.0341,0.0341,-17%,-17%
2020,1,4,8,0.0546,0.0698,0.0698,-22%,-22%
2020,1,4,9,0.0814,0.0968,0.0968,-16%,-16%
2020,1,4,10,0.1042,0.1127,0.1127,-8%,-8%
2020,1,4,11,0.1331,0.1418,0.1418,-6%,-6%
2020,1,4,12,0.1575,0.1655,0.1655,-5%,-5%
2020,1,4,13,0.1813,0.1853,0.1853,-2%,-2%
2020,1,4,14,0.1835,0.1887,0.1887,-3%,-3%
2020,1,4,15,0.1841,0.1843,0.1843,0%,0%
2020,1,4,16,0.1805,0.1856,0.1856,-3%,-3%
2020,1,4,17,0.1666,0.1772,0.1772,-6%,-6%
2020,1,4,18,0.1282,0.1408,0.1408,-9%,-9%
2020,1,4,19,0.1017,0.1095,0.1095,-7%,-7%
2020,1,4,20,0.0858,0.0906,0.0906,-5%,-5%
2020,1,4,21,0.0738,0.0798,0.0798,-7%,-7%
2020,1,4,22,0.0710,0.0816,0.0816,-13%,-13%
2020,1,4,23,0.0624,0.0793,0.0793,-21%,-21%
2020,1,5,0,0.0337,0.0389,0.0389,-13%,-13%
2020,1,5,1,0.0070,0.0084,0.0084,-16%,-16%
2020,1,5,2,0.0033,0.0039,0.0039,-16%,-16%
2020,1,5,3,0.0032,0.0038,0.0038,-16%,-16%
2020,1,5,4,0.0035,0.0040,0.0040,-13%,-13%
2020,1,5,5,0.0043,0.0045,0.0045,-5%,-5%
2020,1,5,6,0.0047,0.0048,0.0048,-3%,-3%
2020,1,5,7,0.0132,0.0131,0.0131,0%,0%
2020,1,5,8,0.0273,0.0286,0.0286,-5%,-5%
2020,1,5,9,0.0494,0.0513,0.0513,-4%,-4%
2020,1,5,10,0.0670,0.0691,0.0691,-3%,-3%
2020,1,5,11,0.0898,0.0926,0.0926,-3%,-3%
2020,1,5,12,0.1115,0.1131,0.1131,-1%,-1%
2020,1,5,13,0.1304,0.1308,0.1308,0%,0%
2020,1,5,14,0.1352,0.1330,0.1330,2%,2%
2020,1,5,15,0.1352,0.1335,0.1335,1%,1%
2020,1,5,16,0.1356,0.1321,0.1321,3%,3%
2020,1,5,17,0.1275,0.1275,0.1275,0%,0%
2020,1,5,18,0.1001,0.1075,0.1075,-7%,-7%
2020,1,5,19,0.0854,0.0936,0.0936,-9%,-9%
2020,1,5,20,0.0737,0.0770,0.0770,-4%,-4%
2020,1,5,21,0.0609,0.0629,0.0629,-3%,-3%
2020,1,5,22,0.0453,0.0464,0.0464,-2%,-2%
2020,1,5,23,0.0261,0.0282,0.0282,-8%,-8%
2020,1,6,0,0.0079,0.0082,0.0082,-4%,-4%
2020,1,6,1,0.0009,0.0009,0.0009,-3%,-3%
2020,1,6,2,0.0005,0.0004,0.0004,3%,3%
2020,1,6,3,0.0007,0.0006,0.0006,6%,6%
2020,1,6,4,0.0020,0.0018,0.0018,11%,11%
2020,1,6,5,0.0229,0.0220,0.0220,4%,4%
2020,1,6,6,0.1427,0.1442,0.1442,-1%,-1%
2020,1,6,7,0.4138,0.4605,0.4605,-10%,-10%
2020,1,6,8,0.4790,0.5145,0.5145,-7%,-7%
2020,1,6,9,0.2862,0.2787,0.2787,3%,3%
2020,1,6,10,0.2084,0.2110,0.2110,-1%,-1%
2020,1,6,11,0.2072,0.2111,0.2111,-2%,-2%
2020,1,6,12,0.2417,0.2547,0.2547,-5%,-5%
2020,1,6,13,0.2367,0.2471,0.2471,-4%,-4%
2020,1,6,14,0.2802,0.2931,0.2931,-4%,-4%
2020,1,6,15,0.3574,0.3693,0.3693,-3%,-3%
2020,1,6,16,0.4387,0.4353,0.4353,1%,1%
2020,1,6,17,0.4758,0.4671,0.4671,2%,2%
2020,1,6,18,0.2387,0.2487,0.2487,-4%,-4%
2020,1,6,19,0.1127,0.1204,0.1204,-6%,-6%
2020,1,6,20,0.0809,0.0839,0.0839,-3%,-3%
2020,1,6,21,0.0701,0.0750,0.0750,-6%,-6%
2020,1,6,22,0.0542,0.0573,0.0573,-5%,-5%
2020,1,6,23,0.0313,0.0348,0.0348,-10%,-10%
2020,1,7,0,0.0096,0.0104,0.0104,-8%,-8%
2020,1,7,1,0.0010,0.0010,0.0010,-1%,-1%
2020,1,7,2,0.0004,0.0004,0.0004,3%,3%
2020,1,7,3,0.0007,0.0006,0.0006,10%,10%
2020,1,7,4,0.0021,0.0019,0.0019,14%,14%
2020,1,7,5,0.0228,0.0217,0.0217,5%,5%
2020,1,7,6,0.1480,0.1478,0.1478,0%,0%
2020,1,7,7,0.4857,0.4744,0.4744,2%,2%
2020,1,7,8,0.5426,0.5285,0.5285,3%,3%
2020,1,7,9,0.2876,0.2871,0.2871,0%,0%
2020,1,7,10,0.2055,0.2134,0.2134,-4%,-4%
2020,1,7,11,0.2055,0.2148,0.2148,-4%,-4%
2020,1,7,12,0.2569,0.2654,0.2654,-3%,-3%
2020,1,7,13,0.2602,0.2636,0.2636,-1%,-1%
2020,1,7,14,0.3152,0.3121,0.3121,1%,1%
2020,1,7,15,0.3825,0.3737,0.3737,2%,2%
2020,1,7,16,0.4466,0.4342,0.4342,3%,3%
2020,1,7,17,0.4855,0.4644,0.4644,5%,5%
2020,1,7,18,0.2526,0.2583,0.2583,-2%,-2%
2020,1,7,19,0.1180,0.1270,0.1270,-7%,-7%
2020,1,7,20,0.0834,0.0900,0.0900,-7%,-7%
2020,1,7,21,0.0751,0.0828,0.0828,-9%,-9%
2020,1,7,22,0.0589,0.0668,0.0668,-12%,-12%
2020,1,7,23,0.0351,0.0386,0.0386,-9%,-9%
2020,1,8,0,0.0103,0.0115,0.0115,-11%,-11%
2020,1,8,1,0.0011,0.0013,0.0013,-17%,-17%
2020,1,8,2,0.0005,0.0006,0.0006,-10%,-10%
2020,1,8,3,0.0007,0.0007,0.0007,-11%,-11%
2020,1,8,4,0.0020,0.0020,0.0020,-2%,-2%
2020,1,8,5,0.0208,0.0206,0.0206,1%,1%
2020,1,8,6,0.1321,0.1321,0.1321,0%,0%
2020,1,8,7,0.4477,0.4420,0.4420,1%,1%
2020,1,8,8,0.5061,0.4954,0.4954,2%,2%
2020,1,8,9,0.2812,0.2745,0.2745,2%,2%
2020,1,8,10,0.2040,0.2074,0.2074,-2%,-2%
2020,1,8,11,0.2094,0.2142,0.2142,-2%,-2%
2020,1,8,12,0.2708,0.2733,0.2733,-1%,-1%
2020,1,8,13,0.2605,0.2633,0.2633,-1%,-1%
2020,1,8,14,0.2991,0.2974,0.2974,1%,1%
2020,1,8,15,0.3675,0.3595,0.3595,2%,2%
2020,1,8,16,0.4309,0.4168,0.4168,3%,3%
2020,1,8,17,0.4464,0.4345,0.4345,3%,3%
2020,1,8,18,0.2434,0.2451,0.2451,-1%,-1%
2020,1,8,19,0.1221,0.1263,0.1263,-3%,-3%
2020,1,8,20,0.0888,0.0910,0.0910,-2%,-2%
2020,1,8,21,0.0819,0.0845,0.0845,-3%,-3%
2020,1,8,22,0.0672,0.0711,0.0711,-5%,-5%
2020,1,8,23,0.0379,0.0407,0.0407,-7%,-7%
2020,1,9,0,0.0117,0.0129,0.0129,-9%,-9%
2020,1,9,1,0.0013,0.0013,0.0013,-5%,-5%
2020,1,9,2,0.0005,0.0005,0.0005,-4%,-4%
2020,1,9,3,0.0007,0.0008,0.0008,-8%,-8%
2020,1,9,4,0.0018,0.0021,0.0021,-12%,-12%
2020,1,9,5,0.0219,0.0214,0.0214,2%,2%
2020,1,9,6,0.1429,0.1410,0.1410,1%,1%
2020,1,9,7,0.4825,0.4664,0.4664,3%,3%
2020,1,9,8,0.5632,0.5362,0.5362,5%,5%
2020,1,9,9,0.2999,0.2970,0.2970,1%,1%
2020,1,9,10,0.2142,0.2180,0.2180,-2%,-2%
2020,1,9,11,0.2112,0.2177,0.2177,-3%,-3%
2020,1,9,12,0.2647,0.2651,0.2651,0%,0%
2020,1,9,13,0.2660,0.2666,0.2666,0%,0%
2020,1,9,14,0.3197,0.3149,0.3149,2%,2%
2020,1,9,15,0.3938,0.3822,0.3822,3%,3%
2020,1,9,16,0.4603,0.4415,0.4415,4%,4%
2020,1,9,17,0.4913,0.4678,0.4678,5%,5%
2020,1,9,18,0.2748,0.2746,0.2746,0%,0%
2020,1,9,19,0.1471,0.1501,0.1501,-2%,-2%
2020,1,9,20,0.1044,0.1091,0.1091,-4%,-4%
2020,1,9,21,0.1008,0.1059,0.1059,-5%,-5%
2020,1,9,22,0.0808,0.0850,0.0850,-5%,-5%
2020,1,9,23,0.0499,0.0530,0.0530,-6%,-6%
2020,1,10,0,0.0167,0.0195,0.0195,-15%,-15%
2020,1,10,1,0.0018,0.0020,0.0020,-10%,-10%
2020,1,10,2,0.0008,0.0008,0.0008,1%,1%
2020,1,10,3,0.0011,0.0011,0.0011,1%,1%
2020,1,10,4,0.0025,0.0026,0.0026,-6%,-6%
2020,1,10,5,0.0191,0.0195,0.0195,-2%,-2%
2020,1,10,6,0.1128,0.1111,0.1111,2%,2%
2020,1,10,7,0.3987,0.3903,0.3903,2%,2%
2020,1,10,8,0.4700,0.4574,0.4574,3%,3%
2020,1,10,9,0.2676,0.2675,0.2675,0%,0%
2020,1,10,10,0.2041,0.2117,0.2117,-4%,-4%
2020,1,10,11,0.2167,0.2230,0.2230,-3%,-3%
2020,1,10,12,0.2808,0.2876,0.2876,-2%,-2%
2020,1,10,13,0.2825,0.2895,0.2895,-2%,-2%
2020,1,10,14,0.3329,0.3289,0.3289,1%,1%
2020,1,10,15,0.3812,0.3756,0.3756,2%,2%
2020,1,10,16,0.4007,0.3949,0.3949,1%,1%
2020,1,10,17,0.4098,0.4031,0.4031,2%,2%
2020,1,10,18,0.2630,0.2687,0.2687,-2%,-2%
2020,1,10,19,0.1567,0.1632,0.1632,-4%,-4%
2020,1,10,20,0.1158,0.1181,0.1181,-2%,-2%
2020,1,10,21,0.1032,0.1055,0.1055,-2%,-2%
2020,1,10,22,0.0975,0.0993,0.0993,-2%,-2%
2020,1,10,23,0.0829,0.0865,0.0865,-4%,-4%
2020,1,11,0,0.0415,0.0425,0.0425,-2%,-2%
2020,1,11,1,0.0086,0.0087,0.0087,0%,0%
2020,1,11,2,0.0037,0.0036,0.0036,2%,2%
2020,1,11,3,0.0031,0.0033,0.0033,-5%,-5%
2020,1,11,4,0.0036,0.0037,0.0037,-2%,-2%
2020,1,11,5,0.0056,0.0055,0.0055,1%,1%
2020,1,11,6,0.0140,0.0149,0.0149,-6%,-6%
2020,1,11,7,0.0324,0.0341,0.0341,-5%,-5%
2020,1,11,8,0.0649,0.0698,0.0698,-7%,-7%
2020,1,11,9,0.0925,0.0968,0.0968,-4%,-4%
2020,1,11,10,0.1128,0.1127,0.1127,0%,0%
2020,1,11,11,0.1404,0.1418,0.1418,-1%,-1%
2020,1,11,12,0.1651,0.1655,0.1655,0%,0%
2020,1,11,13,0.1880,0.1853,0.1853,1%,1%
2020,1,11,14,0.1893,0.1887,0.1887,0%,0%
2020,1,11,15,0.1902,0.1843,0.1843,3%,3%
2020,1,11,16,0.1927,0.1856,0.1856,4%,4%
2020,1,11,17,0.1843,0.1772,0.1772,4%,4%
2020,1,11,18,0.1419,0.1408,0.1408,1%,1%
2020,1,11,19,0.1092,0.1095,0.1095,0%,0%
2020,1,11,20,0.0894,0.0906,0.0906,-1%,-1%
2020,1,11,21,0.0790,0.0798,0.0798,-1%,-1%
2020,1,11,22,0.0818,0.0816,0.0816,0%,0%
2020,1,11,23,0.0752,0.0793,0.0793,-5%,-5%
2020,1,12,0,0.0405,0.0389,0.0389,4%,4%
2020,1,12,1,0.0090,0.0084,0.0084,7%,7%
2020,1,12,2,0.0041,0.0039,0.0039,3%,3%
2020,1,12,3,0.0038,0.0038,0.0038,1%,1%
2020,1,12,4,0.0042,0.0040,0.0040,5%,5%
2020,1,12,5,0.0047,0.0045,0.0045,5%,5%
2020,1,12,6,0.0049,0.0048,0.0048,2%,2%
2020,1,12,7,0.0139,0.0131,0.0131,6%,6%
2020,1,12,8,0.0294,0.0286,0.0286,3%,3%
2020,1,12,9,0.0538,0.0513,0.0513,5%,5%
2020,1,12,10,0.0745,0.0691,0.0691,8%,8%
2020,1,12,11,0.0971,0.0926,0.0926,5%,5%
2020,1,12,12,0.1180,0.1131,0.1131,4%,4%
2020,1,12,13,0.1354,0.1308,0.1308,3%,3%
2020,1,12,14,0.1351,0.1330,0.1330,2%,2%
2020,1,12,15,0.1340,0.1335,0.1335,0%,0%
2020,1,12,16,0.1384,0.1321,0.1321,5%,5%
2020,1,12,17,0.1332,0.1275,0.1275,4%,4%
2020,1,12,18,0.1069,0.1075,0.1075,-1%,-1%
2020,1,12,19,0.0915,0.0936,0.0936,-2%,-2%
2020,1,12,20,0.0800,0.0770,0.0770,4%,4%
2020,1,12,21,0.0686,0.0629,0.0629,9%,9%
2020,1,12,22,0.0485,0.0464,0.0464,5%,5%
2020,1,12,23,0.0272,0.0282,0.0282,-3%,-3%
2020,1,13,0,0.0089,0.0082,0.0082,8%,8%
2020,1,13,1,0.0011,0.0009,0.0009,24%,24%
2020,1,13,2,0.0004,0.0004,0.0004,-10%,-10%
2020,1,13,3,0.0007,0.0006,0.0006,13%,13%
2020,1,13,4,0.0021,0.0018,0.0018,15%,15%
2020,1,13,5,0.0231,0.0220,0.0220,5%,5%
2020,1,13,6,0.1471,0.1442,0.1442,2%,2%
2020,1,13,7,0.4654,0.4605,0.4605,1%,1%
2020,1,13,8,0.5237,0.5145,0.5145,2%,2%
2020,1,13,9,0.2862,0.2787,0.2787,3%,3%
2020,1,13,10,0.2134,0.2110,0.2110,1%,1%
2020,1,13,11,0.2104,0.2111,0.2111,0%,0%
2020,1,13,12,0.2561,0.2547,0.2547,1%,1%
2020,1,13,13,0.2506,0.2471,0.2471,1%,1%
2020,1,13,14,0.2965,0.2931,0.2931,1%,1%
2020,1,13,15,0.3723,0.3693,0.3693,1%,1%
2020,1,13,16,0.4487,0.4353,0.4353,3%,3%
2020,1,13,17,0.4780,0.4671,0.4671,2%,2%
2020,1,13,18,0.2514,0.2487,0.2487,1%,1%
2020,1,13,19,0.1230,0.1204,0.1204,2%,2%
2020,1,13,20,0.0865,0.0839,0.0839,3%,3%
2020,1,13,21,0.0763,0.0750,0.0750,2%,2%
2020,1,13,22,0.0592,0.0573,0.0573,3%,3%
2020,1,13,23,0.0324,0.0348,0.0348,-7%,-7%
2020,1,14,0,0.0103,0.0104,0.0104,-1%,-1%
2020,1,14,1,0.0014,0.0010,0.0010,34%,34%
2020,1,14,2,0.0006,0.0004,0.0004,37%,37%
2020,1,14,3,0.0008,0.0006,0.0006,33%,33%
2020,1,14,4,0.0020,0.0019,0.0019,7%,7%
2020,1,14,5,0.0236,0.0217,0.0217,9%,9%
2020,1,14,6,0.1555,0.1478,0.1478,5%,5%
2020,1,14,7,0.5116,0.4744,0.4744,8%,8%
2020,1,14,8,0.5790,0.5285,0.5285,10%,10%
2020,1,14,9,0.3091,0.2871,0.2871,8%,8%
2020,1,14,10,0.2194,0.2134,0.2134,3%,3%
2020,1,14,11,0.2180,0.2148,0.2148,1%,1%
2020,1,14,12,0.2754,0.2654,0.2654,4%,4%
2020,1,14,13,0.2735,0.2636,0.2636,4%,4%
2020,1,14,14,0.3276,0.3121,0.3121,5%,5%
2020,1,14,15,0.3910,0.3737,0.3737,5%,5%
2020,1,14,16,0.4655,0.4342,0.4342,7%,7%
2020,1,14,17,0.5087,0.4644,0.4644,10%,10%
2020,1,14,18,0.2757,0.2583,0.2583,7%,7%
2020,1,14,19,0.1313,0.1270,0.1270,3%,3%
2020,1,14,20,0.0929,0.0900,0.0900,3%,3%
2020,1,14,21,0.0857,0.0828,0.0828,4%,4%
2020,1,14,22,0.0706,0.0668,0.0668,6%,6%
2020,1,14,23,0.0389,0.0386,0.0386,1%,1%
2020,1,15,0,0.0119,0.0115,0.0115,3%,3%
2020,1,15,1,0.0013,0.0013,0.0013,-3%,-3%
2020,1,15,2,0.0006,0.0006,0.0006,15%,15%
2020,1,15,3,0.0008,0.0007,0.0007,8%,8%
2020,1,15,4,0.0022,0.0020,0.0020,9%,9%
2020,1,15,5,0.0212,0.0206,0.0206,3%,3%
2020,1,15,6,0.1343,0.1321,0.1321,2%,2%
2020,1,15,7,0.4449,0.4420,0.4420,1%,1%
2020,1,15,8,0.5131,0.4954,0.4954,4%,4%
2020,1,15,9,0.2908,0.2745,0.2745,6%,6%
2020,1,15,10,0.2170,0.2074,0.2074,5%,5%
2020,1,15,11,0.2232,0.2142,0.2142,4%,4%
2020,1,15,12,0.2897,0.2733,0.2733,6%,6%
2020,1,15,13,0.2738,0.2633,0.2633,4%,4%
2020,1,15,14,0.3109,0.2974,0.2974,5%,5%
2020,1,15,15,0.3744,0.3595,0.3595,4%,4%
2020,1,15,16,0.4297,0.4168,0.4168,3%,3%
2020,1,15,17,0.4471,0.4345,0.4345,3%,3%
2020,1,15,18,0.2530,0.2451,0.2451,3%,3%
2020,1,15,19,0.1299,0.1263,0.1263,3%,3%
2020,1,15,20,0.0938,0.0910,0.0910,3%,3%
2020,1,15,21,0.0898,0.0845,0.0845,6%,6%
2020,1,15,22,0.0753,0.0711,0.0711,6%,6%
2020,1,15,23,0.0413,0.0407,0.0407,1%,1%
2020,1,16,0,0.0131,0.0129,0.0129,2%,2%
2020,1,16,1,0.0013,0.0013,0.0013,-3%,-3%
2020,1,16,2,0.0006,0.0005,0.0005,14%,14%
2020,1,16,3,0.0009,0.0008,0.0008,15%,15%
2020,1,16,4,0.0022,0.0021,0.0021,4%,4%
2020,1,16,5,0.0221,0.0214,0.0214,3%,3%
2020,1,16,6,0.1429,0.1410,0.1410,1%,1%
2020,1,16,7,0.4652,0.4664,0.4664,0%,0%
2020,1,16,8,0.5427,0.5362,0.5362,1%,1%
2020,1,16,9,0.3028,0.2970,0.2970,2%,2%
2020,1,16,10,0.2278,0.2180,0.2180,4%,4%
2020,1,16,11,0.2240,0.2177,0.2177,3%,3%
2020,1,16,12,0.2751,0.2651,0.2651,4%,4%
2020,1,16,13,0.2733,0.2666,0.2666,2%,2%
2020,1,16,14,0.3204,0.3149,0.3149,2%,2%
2020,1,16,15,0.3827,0.3822,0.3822,0%,0%
2020,1,16,16,0.4464,0.4415,0.4415,1%,1%
2020,1,16,17,0.4819,0.4678,0.4678,3%,3%
2020,1,16,18,0.2795,0.2746,0.2746,2%,2%
2020,1,16,19,0.1493,0.1501,0.1501,-1%,-1%
2020,1,16,20,0.1107,0.1091,0.1091,1%,1%
2020,1,16,21,0.1085,0.1059,0.1059,3%,3%
2020,1,16,22,0.0892,0.0850,0.0850,5%,5%
2020,1,16,23,0.0535,0.0530,0.0530,1%,1%
2020,1,17,0,0.0174,0.0195,0.0195,-11%,-11%
2020,1,17,1,0.0018,0.0020,0.0020,-12%,-12%
2020,1,17,2,0.0008,0.0008,0.0008,-1%,-1%
2020,1,17,3,0.0012,0.0011,0.0011,5%,5%
2020,1,17,4,0.0028,0.0026,0.0026,7%,7%
2020,1,17,5,0.0199,0.0195,0.0195,2%,2%
2020,1,17,6,0.1106,0.1111,0.1111,0%,0%
2020,1,17,7,0.3829,0.3903,0.3903,-2%,-2%
2020,1,17,8,0.4616,0.4574,0.4574,1%,1%
2020,1,17,9,0.2734,0.2675,0.2675,2%,2%
2020,1,17,10,0.2141,0.2117,0.2117,1%,1%
2020,1,17,11,0.2251,0.2230,0.2230,1%,1%
2020,1,17,12,0.2875,0.2876,0.2876,0%,0%
2020,1,17,13,0.2871,0.2895,0.2895,-1%,-1%
2020,1,17,14,0.3248,0.3289,0.3289,-1%,-1%
2020,1,17,15,0.3674,0.3756,0.3756,-2%,-2%
2020,1,17,16,0.3923,0.3949,0.3949,-1%,-1%
2020,1,17,17,0.4097,0.4031,0.4031,2%,2%
2020,1,17,18,0.2726,0.2687,0.2687,1%,1%
2020,1,17,19,0.1619,0.1632,0.1632,-1%,-1%
2020,1,17,20,0.1205,0.1181,0.1181,2%,2%
2020,1,17,21,0.1064,0.1055,0.1055,1%,1%
2020,1,17,22,0.1017,0.0993,0.0993,2%,2%
2020,1,17,23,0.0853,0.0865,0.0865,-1%,-1%
2020,1,18,0,0.0424,0.0425,0.0425,0%,0%
2020,1,18,1,0.0084,0.0087,0.0087,-3%,-3%
2020,1,18,2,0.0034,0.0036,0.0036,-6%,-6%
2020,1,18,3,0.0032,0.0033,0.0033,-2%,-2%
2020,1,18,4,0.0038,0.0037,0.0037,2%,2%
2020,1,18,5,0.0059,0.0055,0.0055,6%,6%
2020,1,18,6,0.0148,0.0149,0.0149,-1%,-1%
2020,1,18,7,0.0351,0.0341,0.0341,3%,3%
2020,1,18,8,0.0706,0.0698,0.0698,1%,1%
2020,1,18,9,0.1002,0.0968,0.0968,4%,4%
2020,1,18,10,0.1189,0.1127,0.1127,6%,6%
2020,1,18,11,0.1469,0.1418,0.1418,4%,4%
2020,1,18,12,0.1732,0.1655,0.1655,5%,5%
2020,1,18,13,0.1920,0.1853,0.1853,4%,4%
2020,1,18,14,0.1982,0.1887,0.1887,5%,5%
2020,1,18,15,0.1972,0.1843,0.1843,7%,7%
2020,1,18,16,0.1927,0.1856,0.1856,4%,4%
2020,1,18,17,0.1861,0.1772,0.1772,5%,5%
2020,1,18,18,0.1494,0.1408,0.1408,6%,6%
2020,1,18,19,0.1134,0.1095,0.1095,4%,4%
2020,1,18,20,0.0936,0.0906,0.0906,3%,3%
2020,1,18,21,0.0875,0.0798,0.0798,10%,10%
2020,1,18,22,0.0874,0.0816,0.0816,7%,7%
2020,1,18,23,0.0798,0.0793,0.0793,1%,1%
2020,1,19,0,0.0412,0.0389,0.0389,6%,6%
2020,1,19,1,0.0092,0.0084,0.0084,9%,9%
2020,1,19,2,0.0041,0.0039,0.0039,5%,5%
2020,1,19,3,0.0041,0.0038,0.0038,8%,8%
2020,1,19,4,0.0044,0.0040,0.0040,11%,11%
2020,1,19,5,0.0048,0.0045,0.0045,6%,6%
2020,1,19,6,0.0052,0.0048,0.0048,8%,8%
2020,1,19,7,0.0146,0.0131,0.0131,11%,11%
2020,1,19,8,0.0321,0.0286,0.0286,12%,12%
2020,1,19,9,0.0582,0.0513,0.0513,13%,13%
2020,1,19,10,0.0784,0.0691,0.0691,13%,13%
2020,1,19,11,0.1059,0.0926,0.0926,14%,14%
2020,1,19,12,0.1317,0.1131,0.1131,17%,17%
2020,1,19,13,0.1512,0.1308,0.1308,16%,16%
2020,1,19,14,0.1464,0.1330,0.1330,10%,10%
2020,1,19,15,0.1420,0.1335,0.1335,6%,6%
2020,1,19,16,0.1540,0.1321,0.1321,17%,17%
