,From,To,Seats
0,GR,BHDV,116685.0
1,BHDV,GND,116685.0
2,GND,HBZM,116685.0
3,HBZM,SDT,116685.0
4,SDT,SDTB,116685.0
5,SDTB,DDRS,116685.0
6,DDRS,DDR,116685.0
7,GDM,BSD,64530.0
8,BSD,LDM,64530.0
9,LDM,AKL,64530.0
10,AKL,GR,64530.0
