,index,From,To,Seats,geometry,color
20,31,FVS,BRESSX,39330.0,"LINESTRING (689976.3573418646 5624126.218014874, 690058.4187263466 5623735.12726497, 690088.9145689231 5623634.935210696, 690113.6858472845 5623536.761169562, 690128.2386737465 5623428.195957302, 690134.8853412843 5623342.720310506, 690121.03523208 5623218.648567806, 690085.7898820473 5622983.589216609, 690071.317718743 5622818.306169824, 690063.2762859873 5622651.030981656, 690028.9819381014 5622156.628330244, 690017.3396262205 5622049.336056679, 690000.567444723 5622005.310343758, 689987.1215872355 5621966.971807319, 689938.1696419995 5621875.020580648, 689835.136104729 5621715.424003669, 689757.4228863388 5621597.938683532, 689682.6505252373 5621477.221952494, 689645.8282086736 5621401.299647695, 689616.3263192124 5621298.926504771, 689589.9900756165 5621167.725174098, 689569.9644370816 5621076.828551309, 689553.064400262 5620958.215365362, 689536.4256397873 5620812.894872141, 689531.0001636388 5620709.1699613575, 689514.1175188919 5620609.482212585, 689488.6010219376 5620513.9341876, 689456.4069704948 5620427.0497980155, 689405.0886953778 5620321.661021946, 689365.8122952431 5620254.558228246, 689323.3462281325 5620158.3969855765, 689243.9365476588 5619969.615500298, 689072.9294594845 5619557.10727455, 689045.1188277239 5619465.9321746295, 689022.7727738211 5619360.48342865, 688989.0614401486 5619060.928021225, 688958.6970349256 5618922.907245681, 688916.9338734741 5618806.738597224, 688875.4329257887 5618702.825004364, 688829.8868417413 5618554.2380832, 688794.1758295496 5618466.119239766, 688602.1515158946 5618163.079215337, 688475.9626759358 5617896.929496143, 687912.5040312973 5616651.039237399, 687840.8987214391 5616478.151381899, 687766.6334970023 5616280.679567913, 687728.2707912058 5616166.872245728, 687692.9319399045 5616047.607971561, 687662.2070148132 5615957.452001537, 687545.5063805724 5615581.4685752075, 687507.0023482743 5615491.035066956, 687375.0784357517 5615203.564760194, 687237.0592559932 5614987.123114429, 687106.0692466347 5614831.047865381, 687032.5628470915 5614749.385849812, 686839.7374373076 5614541.016487723, 686649.6305765314 5614375.052006858, 686558.0835882261 5614302.772569766, 686403.7126013573 5614205.994114802, 686149.7568357288 5614083.41506637, 685509.9008005459 5613845.862988274, 685057.9052387206 5613658.442035816, 684741.3336569014 5613543.739835585, 684607.6090538213 5613502.289442834)","[1.0, 0.8823529411764706, 0.0]"
21,32,BRESSX,LUIK,39330.0,"LINESTRING (684607.6090538213 5613502.289442834, 684433.3124101917 5613447.168762362, 684094.5636261078 5613318.368539421, 683928.259067903 5613216.795408915, 683681.2573413516 5613034.478383428, 683459.834280453 5612808.545726657, 683321.3669225769 5612638.956173333, 683264.0258572507 5612537.882538146, 683218.3382871354 5612407.163477774, 683165.2158600691 5612144.838465214, 683122.1870189416 5611998.630193537, 683038.9814984375 5611887.750764922, 682944.4581649256 5611776.4775895085, 682913.163883569 5611719.729625033, 682896.0034276916 5611643.4395340765, 682891.6962471862 5611584.294789201, 682941.917766475 5611240.987013813, 682959.0649762213 5611094.6564708175, 682973.6555442126 5610940.444980983, 682964.2940435171 5610823.242517478, 682940.8337243674 5610724.470568223, 682929.5300966629 5610662.8554540975, 682913.3526973224 5610598.84405972, 682902.376424422 5610568.407252466, 682872.4490981358 5610512.820919426, 682837.7729536894 5610471.539383044, 682795.1606487337 5610434.43366422, 682746.5014797021 5610408.24842381, 682678.3565871356 5610392.515327686, 682610.1051093136 5610400.154421651, 682510.7809532641 5610425.634707385, 682347.6173010685 5610474.496121429, 682245.8261823271 5610509.913238085, 682154.7349716793 5610563.513617934, 682034.1689452715 5610670.6328024445, 681601.7560062604 5611133.141727988, 681538.3157295967 5611206.632809725)","[1.0, 0.8823529411764706, 0.0]"
22,30,EDN,FVS,39330.0,"LINESTRING (691076.1010708485 5627965.851966448, 691038.5709621387 5627834.22694944, 691013.8756485761 5627737.583160793, 690984.9491547968 5627640.784508973, 690924.1908365459 5627449.307984931, 690895.9249321773 5627353.647513498, 690640.3115209802 5626485.989785272, 690474.2077006956 5625929.983748096, 690429.701818312 5625833.733926916, 690339.9040913908 5625701.321284169, 690263.2746027812 5625594.995055945, 690202.661145579 5625494.82036076, 690165.0774864564 5625402.165522034, 690063.5294646831 5625087.875131361, 690013.877149246 5624822.232945359, 690000.5110288687 5624723.782770855, 689965.4681554788 5624425.277173928, 689963.4272515939 5624326.126444846, 689976.3573418646 5624126.218014874)","[1.0, 0.8823529411764706, 0.0]"
23,2,NA,DLN,43020.0,"LINESTRING (759915.3423601897 5847916.1212788485, 759890.8165507533 5847817.813901074, 759883.6059264761 5847762.798850547, 759843.8846768346 5847606.81983392, 759812.1876192759 5847515.933619449, 759786.5091950207 5847464.3903934965, 759761.764170796 5847420.701418494, 759733.4646575219 5847380.167137739, 759697.9165257647 5847335.900821682, 759667.1744386919 5847303.04053127, 759637.5444812598 5847274.699422652, 759590.835765563 5847236.526647637, 759547.701946931 5847207.464404416, 759506.3554862043 5847182.957573697, 759452.9745796372 5847155.578490558, 759414.4686352953 5847141.258083027, 759127.5081801163 5847050.128700085, 758182.1439751241 5846760.092748007, 755106.5790898046 5845810.559087942, 755012.1998764267 5845776.620455888, 754920.6957843706 5845739.490257812, 754828.8648879547 5845695.656083962, 754740.6422943255 5845647.553837043, 754309.7159374409 5845393.109839455, 754272.9998849218 5845370.007969697, 754226.6761320694 5845336.370881175, 754192.8934430878 5845308.964080237, 754152.2624378805 5845270.051744166, 754122.088400743 5845238.375179529, 754086.4165586742 5845195.26376085, 754059.1757156722 5845159.281970612, 754030.4311901462 5845113.188915982, 754008.2660068294 5845070.784227483, 753988.4752788413 5845021.815201209, 753956.8235114655 5844927.636118233, 753941.9339190659 5844875.579201986)","[1.0, 0.8509803921568627, 0.0]"
24,3,DLN,CO,43020.0,"LINESTRING (753941.9339190659 5844875.579201986, 753902.5871033843 5844734.178778749, 753851.722902443 5844540.898593259, 753623.6128591341 5843655.0262723435, 753595.3779980283 5843559.9146262305, 753563.029959945 5843465.703515426, 753428.217502794 5843088.579984749, 753391.0161791635 5842996.347223218, 753350.3767180502 5842905.050519278, 753304.2138605444 5842815.696108756, 753253.8209909957 5842729.466254377, 753143.8972766007 5842563.221431771, 752689.5826692579 5841904.202639513, 752666.5389929423 5841865.1050665835, 752643.8990368239 5841818.225513793, 752605.491939993 5841722.594225954, 752593.4339443 5841680.723345571, 752571.9963429468 5841571.482104608, 752565.6333416083 5841524.333369411, 752566.7052458978 5841477.570583005, 752572.0634838026 5841426.571397229, 752577.5617463416 5841398.9886944955)","[1.0, 0.8509803921568627, 0.0]"
25,1,EMNZ,NA,43020.0,"LINESTRING (761486.7648539802 5851380.918952317, 760905.800102157 5850748.696684947, 760872.7501520296 5850709.012460385, 760806.1531748412 5850626.273391305, 760721.6605642324 5850511.356380461, 760667.3222193173 5850427.048660336, 760616.415154974 5850341.811131085, 760543.9021693948 5850205.243559722, 760484.0260161809 5850072.70051767, 760447.084058738 5849979.295926706, 760400.8764558991 5849844.143380228, 760358.9941358769 5849691.385273325, 760070.4713825744 5848520.891070668, 760052.9020350763 5848469.7800518265, 759915.3423601897 5847916.1212788485)","[1.0, 0.8509803921568627, 0.0]"
26,0,EMN,EMNZ,43020.0,"LINESTRING (762922.577988521 5856039.892775403, 762923.4531406453 5855986.422123034, 762925.3945004735 5855963.113323648, 762936.9120169368 5855887.921218609, 762948.9930372764 5855827.254220677, 763041.8749420275 5855448.750587014, 763051.8247335112 5855402.462485833, 763069.2700440043 5855305.2931742575, 763082.1181663446 5855205.644294192, 763088.9603069726 5855104.554286662, 763091.1442453144 5855002.0963524645, 763088.4885684471 5854901.605545549, 763080.3792556544 5854801.933594075, 762892.5048424879 5853217.418107802, 762884.4285902525 5853166.807208187, 762874.8225564744 5853119.458242258, 762864.361077989 5853075.407786728, 762847.7585910856 5853019.8748726295, 762830.0593721461 5852972.087253988, 762812.8533123003 5852927.671323693, 762789.7583022874 5852879.591405895, 762768.3846462348 5852837.179692627, 762716.8087460904 5852752.993174624, 762682.2469813012 5852704.292577419, 762657.5715607326 5852672.852094245, 762529.227674485 5852519.842832665, 762462.2645668888 5852444.861069624, 762058.7916153842 5852000.4768834375, 761486.7648539802 5851380.918952317)","[1.0, 0.8509803921568627, 0.0]"
27,78,EGH,CVM,43074.0,"LINESTRING (714137.5507969413 5642056.194559479, 714698.3447661848 5641678.475966363, 714782.7227641465 5641614.0384554295, 714820.1971707612 5641576.613780332, 714846.0063607388 5641548.7287387345, 714871.9078868995 5641518.620431119, 714912.9792033709 5641462.414073658, 714945.6125263367 5641405.858465319, 714960.8745730476 5641377.53703565, 714983.4331209235 5641326.1322882045, 715000.0896841959 5641281.164698135, 715210.869056892 5640615.057779604, 715225.6957460471 5640563.333199925, 715237.1902707062 5640507.016063967)","[1.0, 0.8509803921568627, 0.0]"
28,79,CVM,KRD,43074.0,"LINESTRING (715237.1902707062 5640507.016063967, 715241.8015087502 5640463.776753767, 715244.3948654912 5640418.226566782, 715237.4857781879 5640329.965462449, 715226.7947978916 5640264.933249308, 715145.1226134028 5639838.3794851, 715136.5852453001 5639772.323314849, 715134.6676719125 5639716.5638687005, 715136.0873786644 5639546.241966, 715131.9406485106 5639272.124811108, 715133.2715222274 5639171.956079438, 715140.8577517198 5638971.8226724295, 715141.1750780917 5638896.111155325)","[1.0, 0.8509803921568627, 0.0]"
29,77,LG,EGH,43074.0,"LINESTRING (712303.7308535618 5642652.308847437, 712372.2208399344 5642665.134625117, 712472.0092421381 5642670.334730032, 712572.6828651596 5642671.118762043, 712671.4753211369 5642666.2597616855, 712771.1079498285 5642658.096370837, 712869.9467153467 5642652.12943413, 712938.9834600223 5642651.622307912, 712998.2687361563 5642648.488513929, 713107.544845917 5642628.478155779, 713251.5746113264 5642585.3999427585, 713348.8381611651 5642549.310544344, 713442.8622084217 5642506.408089595, 713501.1386893091 5642476.512407472, 713550.1841653851 5642448.464484016, 713667.4272723228 5642372.000625061, 714137.5507969413 5642056.194559479)","[1.0, 0.8509803921568627, 0.0]"
30,39,SDA,WS,48015.0,"LINESTRING (765866.2187987836 5898075.150071387, 766091.1372412296 5897899.214354416, 766794.0366458888 5897337.348704966, 766872.4748664314 5897277.049998955, 767029.7299494417 5897149.786150569, 767813.9208454234 5896529.029404875, 768048.4189642991 5896340.328104645, 768910.8192235639 5895657.202742759, 768993.927851473 5895598.312076398, 769079.8802548493 5895548.504286176, 769168.8012611296 5895505.556189829, 769262.6333848932 5895470.692571888, 769358.7024542097 5895443.763093879, 769572.8828750012 5895403.419580071, 769861.5196260989 5895362.826234693)","[1.0, 0.8117647058823529, 0.0]"
31,38,ZB,SDA,48015.0,"LINESTRING (758568.7087668281 5896992.224828672, 759008.295992468 5897091.851153316, 759182.3411384441 5897132.50830385, 759226.1397103511 5897140.459195619, 759322.5435385292 5897154.610141213, 759392.521517779 5897161.753424586, 759492.0804122968 5897167.159060909, 759690.3450533464 5897169.0101155145, 759791.4216770849 5897171.159438435, 759891.5278754581 5897178.833193365, 759990.0556105973 5897190.883246975, 760088.2804541659 5897208.493975638, 760498.8526111352 5897298.876531641, 760596.163520094 5897320.908285401, 760692.5629062966 5897347.352482394, 760788.0505047848 5897378.209075505, 760881.2897503378 5897413.405054155, 760974.2241319199 5897454.16149943, 761154.6218649679 5897537.611228419, 761247.0660734393 5897575.001439898, 761341.8173940707 5897606.944527714, 761439.4834178933 5897634.588899731, 761537.3919004675 5897657.788428254, 765000.8955694989 5898428.512250421, 765055.4270559261 5898435.998498883, 765105.5290529116 5898438.779037282, 765153.7503851398 5898439.225453483, 765206.8331158061 5898436.596901108, 765253.4208858615 5898430.262858854, 765305.538297643 5898420.8910140665, 765351.7671936521 5898408.962328243, 765402.9196708649 5898392.847124704, 765447.4539432391 5898375.249507579, 765488.0421200246 5898356.31781436, 765537.0797488774 5898330.050225242, 765579.4374607094 5898303.411687374, 765619.1852653425 5898275.513220515, 765866.2187987836 5898075.150071387)","[1.0, 0.8117647058823529, 0.0]"
