,index,From,To,Seats,geometry,color
34,253,BP,GK,11358.0,"LINESTRING (6.14464 53.25638, 6.14691 53.25639, 6.15141 53.25635, 6.19042 53.25624, 6.2414 53.25606, 6.30977 53.25578)","[1.0, 0.9490196078431372, 0.0]"
35,254,GK,ZH,11358.0,"LINESTRING (6.30977 53.25578, 6.33293 53.25568, 6.33743 53.25568, 6.36894 53.25553, 6.37193 53.2555, 6.37346 53.25548, 6.37795 53.25535, 6.37944 53.25526, 6.38094 53.25512, 6.38241 53.25494, 6.38385 53.25472, 6.3853 53.25445, 6.38669 53.25414, 6.38809 53.25379, 6.39888 53.25065, 6.40156 53.24982, 6.40601 53.24838)","[1.0, 0.9490196078431372, 0.0]"
36,250,HDG,FWD,11358.0,"LINESTRING (5.93444 53.21889, 5.93972 53.22046, 5.97873 53.23189, 5.98143 53.23266, 5.98415 53.23342, 5.98685 53.23421, 5.98895 53.23481)","[1.0, 0.9490196078431372, 0.0]"
37,251,FWD,DWE,11358.0,"LINESTRING (5.98895 53.23481, 5.9976 53.23738, 6.03263 53.24761, 6.03339 53.24783, 6.034 53.24798, 6.03465 53.24813)","[1.0, 0.9490196078431372, 0.0]"
38,131,DVC,DV,12850.0,"LINESTRING (6.21444 52.25031, 6.20985 52.25017, 6.20837 52.25014, 6.2069 52.25017, 6.20399 52.25029, 6.20107 52.25041, 6.20028 52.25049, 6.19923 52.25066, 6.19877 52.25077, 6.19789 52.25105, 6.1974 52.25124, 6.19705 52.2514, 6.1965 52.25171, 6.19599 52.25204, 6.19506 52.25274, 6.19457 52.25313, 6.19329 52.25417, 6.19237 52.25487, 6.19187 52.2552, 6.19135 52.25552, 6.1908 52.25581, 6.19022 52.25609, 6.18963 52.25635, 6.18901 52.2566, 6.18773 52.25703, 6.18639 52.25739, 6.18499 52.25767, 6.18428 52.25777, 6.18355 52.25783, 6.18282 52.25787, 6.18209 52.25787, 6.1799 52.25779, 6.17917 52.25774, 6.17844 52.25767, 6.17773 52.25756, 6.17088 52.2559, 6.16944 52.25566, 6.16799 52.25559, 6.16653 52.25573, 6.1651 52.2559, 6.16294 52.25639, 6.16045 52.2574)","[1.0, 0.9411764705882353, 0.0]"
39,130,HON,DVC,12850.0,"LINESTRING (6.42026 52.28392, 6.37314 52.27562, 6.36469 52.27412, 6.3633 52.27381, 6.36269 52.27365, 6.36199 52.27343, 6.36073 52.27296, 6.329 52.26001, 6.32778 52.25954, 6.3265 52.25911, 6.32518 52.25871, 6.32383 52.25836, 6.30331 52.25357, 6.30252 52.25339, 6.30125 52.25314, 6.30051 52.25303, 6.29984 52.25295, 6.29905 52.25288, 6.29759 52.25282, 6.27273 52.25199, 6.25372 52.25133, 6.25225 52.2513, 6.2464 52.25129, 6.24493 52.25127, 6.2347 52.25096, 6.21444 52.25031)","[1.0, 0.9411764705882353, 0.0]"
40,129,RSN,HON,12850.0,"LINESTRING (6.52037 52.31214, 6.51904 52.31164, 6.51771 52.31125, 6.51634 52.31094, 6.51354 52.31043, 6.51217 52.31014, 6.51151 52.30997, 6.51082 52.30975, 6.50954 52.30932, 6.49562 52.30431, 6.45869 52.29139, 6.45614 52.29052, 6.45481 52.29014, 6.45345 52.2898, 6.45207 52.28951, 6.42026 52.28392)","[1.0, 0.9411764705882353, 0.0]"
41,128,WDN,RSN,12850.0,"LINESTRING (6.59165 52.36147, 6.585 52.36113, 6.58356 52.36097, 6.58214 52.36072, 6.58144 52.36055, 6.58057 52.36029, 6.57952 52.35991, 6.57888 52.35963, 6.57837 52.35937, 6.57731 52.35873, 6.5764 52.35803, 6.57035 52.35293, 6.57012 52.35272, 6.56863 52.35148, 6.5531 52.33838, 6.55151 52.33688, 6.54766 52.33306, 6.54688 52.33231, 6.53784 52.32411, 6.53618 52.32263, 6.53537 52.32187, 6.53455 52.32113, 6.53368 52.3204, 6.53275 52.31971, 6.53178 52.31904, 6.52564 52.31518, 6.52466 52.31452, 6.52364 52.31388, 6.52223 52.31301, 6.5215 52.31264, 6.52037 52.31214)","[1.0, 0.9411764705882353, 0.0]"
42,32,AKM,HR,17950.0,"LINESTRING (5.84379 53.04642, 5.8442 53.04548, 5.84544 53.04287, 5.84673 53.04028, 5.85098 53.03161, 5.85229 53.02898, 5.85441 53.02463, 5.8656 53.00191, 5.86608 53.00104, 5.86664 53.0002, 5.8673 52.9994, 5.86805 52.99862, 5.86891 52.99786, 5.86982 52.99715, 5.88851 52.983, 5.90063 52.97379, 5.90232 52.97231, 5.91075 52.96486, 5.91231 52.96333, 5.91442 52.96149)","[1.0, 0.9176470588235294, 0.0]"
43,109,TWL,APDO,18175.0,"LINESTRING (6.09866 52.2377, 6.09719 52.23735, 6.09579 52.23709, 6.09292 52.23671, 6.08862 52.23618, 6.06135 52.23283, 6.05418 52.23193, 6.05276 52.23174, 6.05134 52.23149, 6.04996 52.23122, 6.04858 52.23089, 6.04725 52.23053, 6.04593 52.23012, 6.04467 52.22967, 6.04218 52.22873, 6.01984 52.22015, 6.01858 52.21969, 6.0173 52.21925, 6.00449 52.21521)","[1.0, 0.9137254901960784, 0.0]"
44,108,DV,TWL,18175.0,"LINESTRING (6.16045 52.2574, 6.158 52.25842, 6.15673 52.25887, 6.15618 52.25903, 6.15577 52.25913, 6.15534 52.25919, 6.15487 52.25924, 6.1542 52.25925, 6.15387 52.25923, 6.15315 52.25913, 6.15248 52.25897, 6.15055 52.25829, 6.14996 52.25804, 6.14944 52.25779, 6.14784 52.25682, 6.14688 52.25614, 6.141 52.25213, 6.13711 52.24944, 6.13316 52.24678, 6.13215 52.24621, 6.13098 52.24567, 6.12974 52.24519, 6.12914 52.24499, 6.12843 52.24479, 6.12706 52.24448, 6.12564 52.24424, 6.11571 52.24268, 6.1143 52.24243, 6.11292 52.24214, 6.11156 52.2418, 6.11023 52.24143, 6.10633 52.24017, 6.09987 52.23805, 6.09866 52.2377)","[1.0, 0.9137254901960784, 0.0]"
45,110,APDO,APD,18175.0,"LINESTRING (6.00449 52.21521, 5.98734 52.20984, 5.98599 52.2095, 5.98534 52.20936, 5.98459 52.20923, 5.98315 52.20906, 5.98169 52.20897, 5.98081 52.20896, 5.97924 52.20895, 5.97666 52.209, 5.97028 52.20928)","[1.0, 0.9137254901960784, 0.0]"
46,123,ESK,HGL,20152.0,"LINESTRING (6.83877 52.23742, 6.82069 52.24877, 6.81964 52.2494, 6.81758 52.25069, 6.80835 52.25648, 6.80643 52.25783, 6.80446 52.25918, 6.80332 52.25976, 6.8021 52.26031, 6.80079 52.26078, 6.79938 52.2611, 6.79781 52.2613, 6.79648 52.26146, 6.79394 52.26181)","[1.0, 0.9058823529411765, 0.0]"
